cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-2896,Nandini,Red Sindhi,2.8,6,106,11.6,11.3,2.9,4.89,4.87,4.98,4.88,4.98,0.11,133817,38.6,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2897,Gauri,Tharparkar,9.4,6,131,13.9,11.9,14.7,4.59,6.55,4.66,4.56,6.55,1.99,210000,38.7,6.8,0,1,RF,MEDIUM,7208,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2898,Ganga,Rathi,7.8,1,217,14.0,11.7,16.7,5.1,6.52,5.17,5.11,6.52,1.42,275464,38.7,6.97,1,0,RF,MEDIUM,9160,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2899,Lakshmi,Gir,8.0,4,112,14.1,13.9,1.6,4.56,4.62,4.72,4.55,4.72,0.17,100219,38.9,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2900,Tulsi,Red Sindhi,6.5,3,134,12.8,10.3,19.2,5.26,5.15,7.2,5.25,7.2,2.05,353336,39.3,6.74,1,1,LH,MEDIUM,10157,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2901,Gauri,Rathi,5.1,4,265,11.5,10.3,10.8,5.05,5.04,5.23,6.62,6.62,1.58,241570,38.6,6.82,1,1,RH,MEDIUM,7115,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2902,Yamuna,Rathi,7.1,4,193,15.6,15.3,1.7,5.01,4.9,4.99,4.92,5.01,0.11,69598,38.5,6.68,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2903,Kalyani,Sahiwal,7.1,3,231,17.8,10.5,41.0,7.22,7.13,6.94,6.78,7.22,0.44,1097560,40.0,7.38,2,2,RH,HIGH,36245,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2904,Nandini,Rathi,5.8,5,160,11.5,9.0,21.7,5.12,5.0,5.18,6.53,6.53,1.53,262191,39.3,6.97,1,1,RH,MEDIUM,10869,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2905,Yamuna,Gir,5.0,6,168,15.9,15.4,3.1,4.96,5.0,5.03,5.09,5.09,0.13,138986,38.5,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2906,Tulsi,Red Sindhi,2.6,4,112,11.7,5.0,57.2,8.06,8.14,7.99,8.27,8.27,0.28,917902,40.0,7.05,2,1,Both Hind,HIGH,46271,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2907,Nandini,Murrah Buffalo,6.9,3,14,13.5,7.5,44.6,7.24,7.64,7.11,7.07,7.64,0.57,1343172,40.5,7.05,2,1,LF,HIGH,35213,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2908,Nandini,Gir,7.1,5,60,15.9,15.5,2.3,4.92,5.02,4.96,5.09,5.09,0.17,114068,38.2,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2909,Gauri,HF Cross,4.1,2,263,23.0,19.1,16.9,4.88,4.86,6.65,4.69,6.65,1.96,268656,38.7,6.72,1,0,LH,MEDIUM,8236,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2910,Nandini,Sahiwal,8.7,3,88,17.3,14.5,16.3,5.24,5.11,5.21,6.85,6.85,1.74,333089,38.8,6.76,1,1,RH,MEDIUM,7804,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2911,Nandini,Gir,4.3,4,32,18.8,16.1,14.3,6.54,4.87,5.04,5.12,6.54,1.67,306768,38.8,6.75,0,1,LF,MEDIUM,7935,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2912,Lakshmi,Red Sindhi,5.4,4,107,13.3,13.1,1.4,4.7,4.7,4.65,4.88,4.88,0.23,78330,38.9,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2913,Kalyani,Gir,7.2,4,203,19.8,17.5,11.4,5.01,6.54,5.16,4.94,6.54,1.6,390758,39.3,6.72,1,1,RF,MEDIUM,5817,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2914,Lakshmi,Rathi,6.9,1,229,13.4,13.3,0.4,4.92,5.09,4.92,5.03,5.09,0.17,145743,38.4,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2915,Nandini,Gir,5.6,4,42,15.9,15.4,2.9,4.73,4.73,4.59,4.79,4.79,0.2,90602,38.5,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2916,Devi,HF Cross,7.4,4,237,19.8,15.5,21.5,5.09,6.93,5.27,5.19,6.93,1.84,323850,38.9,6.78,1,1,RF,MEDIUM,10766,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2917,Devi,Gir,7.1,6,89,14.3,14.2,1.0,4.96,4.95,5.1,4.88,5.1,0.22,117147,38.6,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2918,Ganga,Red Sindhi,7.6,1,138,11.5,11.1,3.5,4.94,4.95,4.99,4.83,4.99,0.16,99913,38.3,6.45,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2919,Tulsi,Murrah Buffalo,4.5,1,158,15.8,15.8,0.0,4.66,4.46,4.49,4.53,4.66,0.2,105971,38.7,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2920,Sita,Murrah Buffalo,4.1,1,31,16.1,7.4,54.3,8.45,8.23,8.55,8.36,8.55,0.32,819056,41.2,7.51,2,1,Both Front,HIGH,42812,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2921,Sita,Sahiwal,5.2,3,44,19.5,19.1,2.1,4.48,4.58,4.65,4.47,4.65,0.18,128896,38.6,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2922,Lakshmi,HF Cross,6.0,2,91,19.3,19.0,1.5,4.67,4.52,4.59,4.56,4.67,0.15,104898,38.2,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2923,Kapila,Tharparkar,7.9,1,25,12.2,12.2,0.3,4.91,4.89,4.85,5.01,5.01,0.16,90412,38.5,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2924,Tulsi,Rathi,8.4,1,203,15.2,14.8,2.8,4.53,4.76,4.57,4.55,4.76,0.23,159860,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2925,Gauri,Tharparkar,7.7,5,136,13.4,13.3,0.9,4.43,4.65,4.56,4.63,4.65,0.22,146821,38.8,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2926,Ganga,Rathi,4.7,4,243,14.6,14.1,3.4,4.75,4.74,4.97,4.98,4.98,0.24,84461,38.4,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2927,Radha,Tharparkar,7.3,4,190,11.8,11.8,0.0,4.82,5.01,4.94,4.81,5.01,0.2,163610,38.2,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2928,Kamdhenu,Sahiwal,8.3,6,79,16.7,16.7,0.0,4.97,4.95,4.96,4.89,4.97,0.08,161434,38.4,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2929,Yamuna,Murrah Buffalo,3.6,1,62,13.4,10.6,20.6,4.8,6.81,4.9,4.79,6.81,2.02,401981,38.5,6.77,1,0,RF,MEDIUM,10192,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2930,Bhavani,HF Cross,5.4,4,16,19.9,19.1,4.2,4.78,5.03,4.89,4.82,5.03,0.25,95066,38.2,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2931,Surabhi,Rathi,2.6,6,273,13.6,13.4,1.8,4.79,4.66,4.65,4.68,4.79,0.14,195000,38.5,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2932,Radha,HF Cross,7.5,1,254,25.3,24.7,2.3,4.69,4.72,4.85,4.85,4.85,0.16,147460,38.4,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2933,Gauri,Rathi,8.4,3,65,11.1,10.8,2.7,4.69,4.7,4.9,4.89,4.9,0.21,109753,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2934,Sita,Murrah Buffalo,8.1,3,197,13.6,13.2,3.2,4.76,4.83,4.81,4.96,4.96,0.2,92688,38.5,6.69,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2935,Sita,Sahiwal,5.7,4,52,15.4,14.9,3.0,4.8,4.99,4.91,4.89,4.99,0.19,177221,38.5,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2936,Ganga,Red Sindhi,5.5,5,193,12.4,12.0,3.5,4.84,4.87,4.72,4.66,4.87,0.21,184608,38.2,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2937,Lakshmi,Murrah Buffalo,5.0,2,246,12.6,12.5,0.7,5.0,4.95,5.16,4.91,5.16,0.25,120308,38.4,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2938,Ganga,Sahiwal,7.3,6,159,18.0,9.4,47.6,7.03,7.02,7.09,6.92,7.09,0.17,709170,41.0,7.25,2,2,LH,HIGH,33609,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2939,Kamdhenu,Red Sindhi,5.7,1,164,11.0,8.7,20.6,4.8,4.68,6.41,4.8,6.41,1.73,315943,38.9,6.9,1,1,LH,MEDIUM,9691,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2940,Lakshmi,Red Sindhi,4.3,3,205,13.2,13.1,1.1,4.98,4.98,4.77,4.87,4.98,0.21,163106,38.7,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2941,Bhavani,Sahiwal,2.5,3,289,15.3,12.0,21.4,4.82,6.28,4.98,4.92,6.28,1.46,373832,38.7,6.82,0,0,RF,MEDIUM,9978,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2942,Devi,Gir,5.2,5,126,15.7,15.3,2.6,4.62,4.79,4.55,4.54,4.79,0.25,143956,38.7,6.47,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2943,Yamuna,Tharparkar,3.7,5,92,11.7,11.2,3.9,4.49,4.5,4.67,4.7,4.7,0.21,121819,38.6,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2944,Surabhi,HF Cross,2.9,4,183,23.4,23.0,1.9,5.04,4.94,4.86,4.96,5.04,0.18,177370,38.8,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2945,Devi,Murrah Buffalo,6.6,4,41,13.9,3.5,74.6,6.49,6.58,6.93,6.89,6.93,0.44,1211264,40.5,7.36,2,2,RF,HIGH,53766,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2946,Tulsi,Gir,6.4,5,64,20.0,7.1,64.7,7.36,7.44,7.48,7.64,7.64,0.28,1091826,40.4,7.24,2,2,LF,HIGH,44335,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2947,Kamdhenu,Tharparkar,3.9,1,98,13.6,6.2,54.6,8.13,7.97,8.39,8.11,8.39,0.42,901123,40.7,7.26,2,2,LH,HIGH,45274,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2948,Surabhi,Sahiwal,5.9,5,271,14.4,14.2,1.5,5.04,5.09,5.06,5.06,5.09,0.05,195000,38.2,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2949,Sita,Gir,5.2,2,36,14.7,14.7,0.0,4.99,4.97,4.99,4.9,4.99,0.09,169808,38.6,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2950,Gauri,HF Cross,3.7,4,125,24.4,20.3,16.9,5.25,5.08,5.15,6.69,6.69,1.61,239014,38.9,6.72,0,1,RH,MEDIUM,8826,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2951,Sita,Red Sindhi,2.9,4,95,13.6,11.9,12.8,4.91,4.88,6.98,5.08,6.98,2.1,282768,38.9,6.74,0,0,LH,MEDIUM,6966,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2952,Kalyani,Murrah Buffalo,9.5,2,90,12.9,12.9,0.1,5.03,5.06,5.01,5.18,5.18,0.17,186187,38.7,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2953,Tulsi,HF Cross,3.8,5,46,23.0,20.2,12.2,5.23,5.24,7.02,5.0,7.02,2.02,210000,38.6,6.88,0,1,LH,MEDIUM,7431,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2954,Lakshmi,Gir,7.4,4,131,17.4,16.9,2.7,4.75,4.72,4.67,4.6,4.75,0.15,115513,38.6,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2955,Kamdhenu,Murrah Buffalo,5.2,1,136,12.1,10.3,15.1,5.01,5.07,5.08,6.85,6.85,1.84,281142,38.8,6.81,1,1,RH,MEDIUM,8591,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2956,Bhavani,Rathi,6.3,2,154,15.5,15.2,2.1,5.12,5.2,5.15,5.08,5.2,0.12,85495,38.3,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2957,Gauri,Red Sindhi,8.7,3,59,12.5,12.5,0.0,4.45,4.68,4.53,4.67,4.68,0.23,166751,38.6,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2958,Kapila,Gir,5.8,2,73,16.9,16.5,2.5,4.53,4.8,4.62,4.72,4.8,0.27,120537,38.5,6.7,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2959,Gauri,Sahiwal,7.6,3,60,18.1,17.8,1.7,5.04,5.07,4.84,5.03,5.07,0.23,183762,38.6,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2960,Meera,Sahiwal,7.6,4,172,15.9,15.7,1.2,4.91,5.12,4.97,4.94,5.12,0.21,138267,38.3,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2961,Bhavani,Rathi,8.6,3,91,14.0,11.9,14.9,4.97,6.55,5.01,5.11,6.55,1.58,432393,38.5,6.92,0,0,RF,MEDIUM,8083,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2962,Tulsi,Rathi,5.5,1,184,12.5,12.2,2.6,4.89,4.75,4.87,4.78,4.89,0.14,97212,38.2,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2963,Yamuna,Rathi,7.4,2,251,10.2,10.0,2.3,4.82,4.83,4.76,4.92,4.92,0.16,173908,38.7,6.7,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2964,Lakshmi,Rathi,8.9,2,209,15.2,11.9,21.9,6.49,4.68,4.75,4.62,6.49,1.87,309046,38.9,6.92,0,0,LF,MEDIUM,9660,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2965,Kapila,Tharparkar,7.5,4,228,13.6,11.4,16.5,4.83,4.69,6.64,4.92,6.64,1.95,265443,38.6,6.8,0,0,LH,MEDIUM,8986,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2966,Sita,Red Sindhi,4.1,3,76,11.7,10.2,12.4,4.81,6.46,4.85,4.75,6.46,1.71,210000,38.8,6.72,1,0,RF,MEDIUM,7790,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2967,Meera,Murrah Buffalo,4.0,3,64,17.6,15.2,13.5,4.95,4.99,4.92,6.48,6.48,1.56,323714,39.0,6.78,1,0,RH,MEDIUM,7714,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
